line;field;message
2437;kunden_id;not an integer
2437;punkte;must be 1-5
2438;kunden_id;not an integer
2438;punkte;must be 1-5
2439;kunden_id;not an integer
2439;punkte;must be 1-5
2440;kunden_id;not an integer
2441;kunden_id;not an integer
2442;kunden_id;not an integer
2442;punkte;must be 1-5
2443;kunden_id;not an integer
2443;punkte;must be 1-5
2444;kunden_id;not an integer
2444;punkte;must be 1-5
2445;kunden_id;not an integer
2445;punkte;must be 1-5
2446;kunden_id;not an integer
2447;kunden_id;not an integer
2447;punkte;must be 1-5
2448;kunden_id;not an integer
2449;kunden_id;not an integer
2449;punkte;must be 1-5
2450;kunden_id;not an integer
2451;kunden_id;not an integer
2452;kunden_id;not an integer
2453;kunden_id;not an integer
2454;kunden_id;not an integer
2454;punkte;must be 1-5
2455;kunden_id;not an integer
2456;kunden_id;not an integer
2457;kunden_id;not an integer
2458;kunden_id;not an integer
2459;kunden_id;not an integer
2459;punkte;must be 1-5
2460;kunden_id;not an integer
2461;kunden_id;not an integer
2461;punkte;must be 1-5
2462;kunden_id;not an integer
2462;punkte;must be 1-5
2463;kunden_id;not an integer
2464;kunden_id;not an integer
2465;kunden_id;not an integer
2465;punkte;must be 1-5
2466;kunden_id;not an integer
2466;punkte;must be 1-5
2467;kunden_id;not an integer
2467;punkte;must be 1-5
2468;kunden_id;not an integer
2468;punkte;must be 1-5
2469;kunden_id;not an integer
2469;punkte;must be 1-5
2470;kunden_id;not an integer
2470;punkte;must be 1-5
2471;kunden_id;not an integer
2471;punkte;must be 1-5
2472;kunden_id;not an integer
2472;punkte;must be 1-5
2473;kunden_id;not an integer
2474;kunden_id;not an integer
2475;kunden_id;not an integer
2475;punkte;must be 1-5
2476;kunden_id;not an integer
2476;punkte;must be 1-5
2477;kunden_id;not an integer
2477;punkte;must be 1-5
2478;kunden_id;not an integer
2479;kunden_id;not an integer
2480;kunden_id;not an integer
2480;punkte;must be 1-5
2481;kunden_id;not an integer
2482;kunden_id;not an integer
2482;punkte;must be 1-5
2483;kunden_id;not an integer
2484;kunden_id;not an integer
2484;punkte;must be 1-5
2485;kunden_id;not an integer
2485;punkte;must be 1-5
2486;kunden_id;not an integer
2487;kunden_id;not an integer
2487;punkte;must be 1-5
2488;kunden_id;not an integer
2488;punkte;must be 1-5
2489;kunden_id;not an integer
2490;kunden_id;not an integer
2490;punkte;must be 1-5
2491;kunden_id;not an integer
2491;punkte;must be 1-5
2492;kunden_id;not an integer
2493;kunden_id;not an integer
2494;kunden_id;not an integer
2495;kunden_id;not an integer
2495;punkte;must be 1-5
2496;kunden_id;not an integer
2496;punkte;must be 1-5
2497;kunden_id;not an integer
2497;punkte;must be 1-5
2498;kunden_id;not an integer
2499;kunden_id;not an integer
2500;kunden_id;not an integer
2501;kunden_id;not an integer
2501;punkte;must be 1-5
2502;kunden_id;not an integer
2503;kunden_id;not an integer
2504;kunden_id;not an integer
2504;punkte;must be 1-5
2505;kunden_id;not an integer
2506;kunden_id;not an integer
2507;kunden_id;not an integer
2507;punkte;must be 1-5
2508;kunden_id;not an integer
2508;punkte;must be 1-5
2509;kunden_id;not an integer
2510;kunden_id;not an integer
2510;punkte;must be 1-5
2511;kunden_id;not an integer
2512;kunden_id;not an integer
2512;punkte;must be 1-5
2513;kunden_id;not an integer
2513;punkte;must be 1-5
2514;kunden_id;not an integer
2514;punkte;must be 1-5
2515;kunden_id;not an integer
2515;punkte;must be 1-5
2516;kunden_id;not an integer
2517;kunden_id;not an integer
2517;punkte;must be 1-5
2518;kunden_id;not an integer
2518;punkte;must be 1-5
2519;kunden_id;not an integer
2520;kunden_id;not an integer
2521;kunden_id;not an integer
2522;kunden_id;not an integer
2522;punkte;must be 1-5
2523;kunden_id;not an integer
2524;kunden_id;not an integer
2524;punkte;must be 1-5
2525;kunden_id;not an integer
2525;punkte;must be 1-5
2526;kunden_id;not an integer
2527;kunden_id;not an integer
2528;kunden_id;not an integer
2529;kunden_id;not an integer
2529;punkte;must be 1-5
2530;kunden_id;not an integer
2530;punkte;must be 1-5
2531;kunden_id;not an integer
2531;punkte;must be 1-5
2532;kunden_id;not an integer
2532;punkte;must be 1-5
2533;kunden_id;not an integer
2534;kunden_id;not an integer
2535;kunden_id;not an integer
2536;kunden_id;not an integer
2537;kunden_id;not an integer
2537;punkte;must be 1-5
2538;kunden_id;not an integer
2538;punkte;must be 1-5
2539;kunden_id;not an integer
2540;kunden_id;not an integer
2540;punkte;must be 1-5
2541;kunden_id;not an integer
2542;kunden_id;not an integer
2542;punkte;must be 1-5
2543;kunden_id;not an integer
2544;kunden_id;not an integer
2545;kunden_id;not an integer
2546;kunden_id;not an integer
2546;punkte;must be 1-5
2547;kunden_id;not an integer
2547;punkte;must be 1-5
2548;kunden_id;not an integer
2549;kunden_id;not an integer
2550;kunden_id;not an integer
2551;kunden_id;not an integer
2552;kunden_id;not an integer
2552;punkte;must be 1-5
2553;kunden_id;not an integer
2553;punkte;must be 1-5
2554;kunden_id;not an integer
2555;kunden_id;not an integer
2556;kunden_id;not an integer
2556;punkte;must be 1-5
2557;kunden_id;not an integer
2557;punkte;must be 1-5
2558;kunden_id;not an integer
2559;kunden_id;not an integer
2559;punkte;must be 1-5
2560;kunden_id;not an integer
2560;punkte;must be 1-5
2561;kunden_id;not an integer
2561;punkte;must be 1-5
2562;kunden_id;not an integer
2562;punkte;must be 1-5
2563;kunden_id;not an integer
2564;kunden_id;not an integer
2564;punkte;must be 1-5
2565;kunden_id;not an integer
2566;kunden_id;not an integer
2567;kunden_id;not an integer
2568;kunden_id;not an integer
2569;kunden_id;not an integer
2570;kunden_id;not an integer
2571;kunden_id;not an integer
2572;kunden_id;not an integer
2573;kunden_id;not an integer
2574;kunden_id;not an integer
2575;kunden_id;not an integer
2576;kunden_id;not an integer
2577;kunden_id;not an integer
2578;kunden_id;not an integer
2578;punkte;must be 1-5
2579;kunden_id;not an integer
2579;punkte;must be 1-5
2580;kunden_id;not an integer
2580;punkte;must be 1-5
2581;kunden_id;not an integer
2581;punkte;must be 1-5
2582;kunden_id;not an integer
2583;kunden_id;not an integer
2584;kunden_id;not an integer
2585;kunden_id;not an integer
2586;kunden_id;not an integer
2586;punkte;must be 1-5
2587;kunden_id;not an integer
2587;punkte;must be 1-5
2588;kunden_id;not an integer
2588;punkte;must be 1-5
2589;kunden_id;not an integer
2590;kunden_id;not an integer
2591;kunden_id;not an integer
2592;kunden_id;not an integer
2593;kunden_id;not an integer
2594;kunden_id;not an integer
2594;punkte;must be 1-5
2595;kunden_id;not an integer
2596;kunden_id;not an integer
2597;kunden_id;not an integer
2598;kunden_id;not an integer
2599;kunden_id;not an integer
2599;punkte;must be 1-5
2600;kunden_id;not an integer
2601;kunden_id;not an integer
2602;kunden_id;not an integer
2603;kunden_id;not an integer
2603;punkte;must be 1-5
2604;kunden_id;not an integer
2604;punkte;must be 1-5
2605;kunden_id;not an integer
2606;kunden_id;not an integer
2606;punkte;must be 1-5
2607;kunden_id;not an integer
2607;punkte;must be 1-5
2608;kunden_id;not an integer
2608;punkte;must be 1-5
2609;kunden_id;not an integer
2609;punkte;must be 1-5
2610;kunden_id;not an integer
2610;punkte;must be 1-5
2611;kunden_id;not an integer
2611;punkte;must be 1-5
2612;kunden_id;not an integer
2612;punkte;must be 1-5
2613;kunden_id;not an integer
2614;kunden_id;not an integer
2615;kunden_id;not an integer
2616;kunden_id;not an integer
2616;punkte;must be 1-5
2617;kunden_id;not an integer
2618;kunden_id;not an integer
2618;punkte;must be 1-5
2619;kunden_id;not an integer
2619;punkte;must be 1-5
2620;kunden_id;not an integer
2620;punkte;must be 1-5
2621;kunden_id;not an integer
2621;punkte;must be 1-5
2622;kunden_id;not an integer
2623;kunden_id;not an integer
2624;kunden_id;not an integer
2625;kunden_id;not an integer
2626;kunden_id;not an integer
2627;kunden_id;not an integer
2628;kunden_id;not an integer
2628;punkte;must be 1-5
2629;kunden_id;not an integer
2630;kunden_id;not an integer
2630;punkte;must be 1-5
2631;kunden_id;not an integer
2631;punkte;must be 1-5
2632;kunden_id;not an integer
2632;punkte;must be 1-5
2633;kunden_id;not an integer
2633;punkte;must be 1-5
2634;kunden_id;not an integer
2634;punkte;must be 1-5
2635;kunden_id;not an integer
2635;punkte;must be 1-5
2636;kunden_id;not an integer
2636;punkte;must be 1-5
2637;kunden_id;not an integer
2638;kunden_id;not an integer
2638;punkte;must be 1-5
2639;kunden_id;not an integer
2639;punkte;must be 1-5
2640;kunden_id;not an integer
2640;punkte;must be 1-5
2641;kunden_id;not an integer
2642;kunden_id;not an integer
2642;punkte;must be 1-5
2643;kunden_id;not an integer
2644;kunden_id;not an integer
2644;punkte;must be 1-5
2645;kunden_id;not an integer
2646;kunden_id;not an integer
2647;kunden_id;not an integer
2648;kunden_id;not an integer
2648;punkte;must be 1-5
2649;kunden_id;not an integer
2650;kunden_id;not an integer
2650;punkte;must be 1-5
2651;kunden_id;not an integer
2651;punkte;must be 1-5
2652;kunden_id;not an integer
2652;punkte;must be 1-5
2653;kunden_id;not an integer
2654;kunden_id;not an integer
2654;punkte;must be 1-5
2655;kunden_id;not an integer
2655;punkte;must be 1-5
2656;kunden_id;not an integer
2656;punkte;must be 1-5
2657;kunden_id;not an integer
2658;kunden_id;not an integer
2659;kunden_id;not an integer
2659;punkte;must be 1-5
2660;kunden_id;not an integer
2660;punkte;must be 1-5
2661;kunden_id;not an integer
2662;kunden_id;not an integer
2662;punkte;must be 1-5
2663;kunden_id;not an integer
2664;kunden_id;not an integer
2665;kunden_id;not an integer
2666;kunden_id;not an integer
2666;punkte;must be 1-5
2667;kunden_id;not an integer
2668;kunden_id;not an integer
2669;kunden_id;not an integer
2670;kunden_id;not an integer
2671;kunden_id;not an integer
2671;punkte;must be 1-5
2672;kunden_id;not an integer
2672;punkte;must be 1-5
2673;kunden_id;not an integer
2673;punkte;must be 1-5
2674;kunden_id;not an integer
2675;kunden_id;not an integer
2675;punkte;must be 1-5
2676;kunden_id;not an integer
2677;kunden_id;not an integer
2677;punkte;must be 1-5
2678;kunden_id;not an integer
2678;punkte;must be 1-5
2679;kunden_id;not an integer
2680;kunden_id;not an integer
2681;kunden_id;not an integer
2681;punkte;must be 1-5
2682;kunden_id;not an integer
2682;punkte;must be 1-5
2683;kunden_id;not an integer
2684;kunden_id;not an integer
2685;kunden_id;not an integer
2686;kunden_id;not an integer
2687;kunden_id;not an integer
2688;kunden_id;not an integer
2688;punkte;must be 1-5
2689;kunden_id;not an integer
2690;kunden_id;not an integer
2691;kunden_id;not an integer
2692;kunden_id;not an integer
2692;punkte;must be 1-5
2693;kunden_id;not an integer
2694;kunden_id;not an integer
2694;punkte;must be 1-5
2695;kunden_id;not an integer
2696;kunden_id;not an integer
2697;kunden_id;not an integer
2697;punkte;must be 1-5
2698;kunden_id;not an integer
2699;kunden_id;not an integer
2700;kunden_id;not an integer
2701;kunden_id;not an integer
2702;kunden_id;not an integer
2702;punkte;must be 1-5
2703;kunden_id;not an integer
2703;punkte;must be 1-5
2704;kunden_id;not an integer
2705;kunden_id;not an integer
2706;kunden_id;not an integer
2706;punkte;must be 1-5
2707;kunden_id;not an integer
2708;kunden_id;not an integer
2708;punkte;must be 1-5
2709;kunden_id;not an integer
2709;punkte;must be 1-5
2710;kunden_id;not an integer
2711;kunden_id;not an integer
2711;punkte;must be 1-5
2712;kunden_id;not an integer
2713;kunden_id;not an integer
2713;punkte;must be 1-5
2714;kunden_id;not an integer
2715;kunden_id;not an integer
2715;punkte;must be 1-5
2716;kunden_id;not an integer
2716;punkte;must be 1-5
2717;kunden_id;not an integer
2718;kunden_id;not an integer
2719;kunden_id;not an integer
2720;kunden_id;not an integer
2720;punkte;must be 1-5
2721;kunden_id;not an integer
2721;punkte;must be 1-5
2722;kunden_id;not an integer
2723;kunden_id;not an integer
2724;kunden_id;not an integer
2724;punkte;must be 1-5
2725;kunden_id;not an integer
2725;punkte;must be 1-5
2726;kunden_id;not an integer
2727;kunden_id;not an integer
2728;kunden_id;not an integer
2729;kunden_id;not an integer
2730;kunden_id;not an integer
2730;punkte;must be 1-5
2731;kunden_id;not an integer
2732;kunden_id;not an integer
2732;punkte;must be 1-5
2733;kunden_id;not an integer
2734;kunden_id;not an integer
2734;punkte;must be 1-5
2735;kunden_id;not an integer
2735;punkte;must be 1-5
2736;kunden_id;not an integer
2736;punkte;must be 1-5
2737;kunden_id;not an integer
2738;kunden_id;not an integer
2739;kunden_id;not an integer
2739;punkte;must be 1-5
2740;kunden_id;not an integer
2740;punkte;must be 1-5
2741;kunden_id;not an integer
2741;punkte;must be 1-5
2742;kunden_id;not an integer
2742;punkte;must be 1-5
2743;kunden_id;not an integer
2744;kunden_id;not an integer
2744;punkte;must be 1-5
2745;kunden_id;not an integer
2745;punkte;must be 1-5
2746;kunden_id;not an integer
2746;punkte;must be 1-5
2747;kunden_id;not an integer
2748;kunden_id;not an integer
2749;kunden_id;not an integer
2749;punkte;must be 1-5
2750;kunden_id;not an integer
2750;punkte;must be 1-5
2751;kunden_id;not an integer
2752;kunden_id;not an integer
2752;punkte;must be 1-5
2753;kunden_id;not an integer
2754;kunden_id;not an integer
2755;kunden_id;not an integer
2756;kunden_id;not an integer
2757;kunden_id;not an integer
2758;kunden_id;not an integer
2758;punkte;must be 1-5
2759;kunden_id;not an integer
2759;punkte;must be 1-5
2760;kunden_id;not an integer
2760;punkte;must be 1-5
2761;kunden_id;not an integer
2761;punkte;must be 1-5
2762;kunden_id;not an integer
2763;kunden_id;not an integer
2763;punkte;must be 1-5
2764;kunden_id;not an integer
2764;punkte;must be 1-5
2765;kunden_id;not an integer
2766;kunden_id;not an integer
2766;punkte;must be 1-5
2767;kunden_id;not an integer
2767;punkte;must be 1-5
2768;kunden_id;not an integer
2769;kunden_id;not an integer
2769;punkte;must be 1-5
2770;kunden_id;not an integer
2770;punkte;must be 1-5
2771;kunden_id;not an integer
2772;kunden_id;not an integer
2772;punkte;must be 1-5
2773;kunden_id;not an integer
2773;punkte;must be 1-5
2774;kunden_id;not an integer
2774;punkte;must be 1-5
2775;kunden_id;not an integer
2775;punkte;must be 1-5
2776;kunden_id;not an integer
2776;punkte;must be 1-5
2777;kunden_id;not an integer
2777;punkte;must be 1-5
2778;kunden_id;not an integer
2779;kunden_id;not an integer
2779;punkte;must be 1-5
2780;kunden_id;not an integer
2781;kunden_id;not an integer
2782;kunden_id;not an integer
2783;kunden_id;not an integer
2784;kunden_id;not an integer
2784;punkte;must be 1-5
2785;kunden_id;not an integer
2785;punkte;must be 1-5
2786;kunden_id;not an integer
2787;kunden_id;not an integer
2788;kunden_id;not an integer
2788;punkte;must be 1-5
2789;kunden_id;not an integer
2789;punkte;must be 1-5
2790;kunden_id;not an integer
2791;kunden_id;not an integer
2791;punkte;must be 1-5
2792;kunden_id;not an integer
2793;kunden_id;not an integer
2793;punkte;must be 1-5
2794;kunden_id;not an integer
2795;kunden_id;not an integer
2795;punkte;must be 1-5
2796;kunden_id;not an integer
2797;kunden_id;not an integer
2797;punkte;must be 1-5
2798;kunden_id;not an integer
2798;punkte;must be 1-5
2799;kunden_id;not an integer
2799;punkte;must be 1-5
2800;kunden_id;not an integer
2800;punkte;must be 1-5
2801;kunden_id;not an integer
2801;punkte;must be 1-5
2802;kunden_id;not an integer
2802;punkte;must be 1-5
2803;kunden_id;not an integer
2804;kunden_id;not an integer
2805;kunden_id;not an integer
2806;kunden_id;not an integer
2806;punkte;must be 1-5
2807;kunden_id;not an integer
2808;kunden_id;not an integer
2808;punkte;must be 1-5
2809;kunden_id;not an integer
2810;kunden_id;not an integer
2810;punkte;must be 1-5
2811;kunden_id;not an integer
2811;punkte;must be 1-5
2812;kunden_id;not an integer
2813;kunden_id;not an integer
2814;kunden_id;not an integer
2815;kunden_id;not an integer
2815;punkte;must be 1-5
2816;kunden_id;not an integer
2816;punkte;must be 1-5
2817;kunden_id;not an integer
2817;punkte;must be 1-5
2818;kunden_id;not an integer
2819;kunden_id;not an integer
2820;kunden_id;not an integer
2820;punkte;must be 1-5
2821;kunden_id;not an integer
2821;punkte;must be 1-5
2822;kunden_id;not an integer
2822;punkte;must be 1-5
2823;kunden_id;not an integer
2823;punkte;must be 1-5
2824;kunden_id;not an integer
2825;kunden_id;not an integer
2825;punkte;must be 1-5
2826;kunden_id;not an integer
2827;kunden_id;not an integer
2828;kunden_id;not an integer
2828;punkte;must be 1-5
2829;kunden_id;not an integer
2829;punkte;must be 1-5
2830;kunden_id;not an integer
2831;kunden_id;not an integer
2832;kunden_id;not an integer
2832;punkte;must be 1-5
2833;kunden_id;not an integer
2833;punkte;must be 1-5
2834;kunden_id;not an integer
2835;kunden_id;not an integer
2835;punkte;must be 1-5
2836;kunden_id;not an integer
2837;kunden_id;not an integer
2837;punkte;must be 1-5
2838;kunden_id;not an integer
2839;kunden_id;not an integer
2840;kunden_id;not an integer
2840;punkte;must be 1-5
2841;kunden_id;not an integer
2841;punkte;must be 1-5
2842;kunden_id;not an integer
2843;kunden_id;not an integer
2844;kunden_id;not an integer
2845;kunden_id;not an integer
2846;kunden_id;not an integer
2847;kunden_id;not an integer
2847;punkte;must be 1-5
